TSRW10,MATS5se,nN,AXp-7d,NaasC,Xc-5dv,Xch-5dv,GATS4dv,AXp-4d,AATSC5are,nHBAcc,ATSC5are,ATSC5se,piPC10,AXp-3d,PEOE_VSA5,SlogP_VSA10,GGI4,SlogP_VSA1,SMILES,Lambda max (nm),Solvent,lumo,Bandgap
73.66265202,0.069899994,6,0.039760953,4,0.0372678,0.061237244,1.026738657,0.131884974,0.007005456,9,0.784611111,0.561836688,6.960347729,0.197851596,20.42586387,16.50633103,0.912222222,9.622004595,CCSC(S1)=NN=C1/N=N/C2=CC=C(N(CC)CCNS(C)(=O)=O)C=C2,494.1,CH2Cl2,-2.3773,2.96147
83.16525109,-0.255015937,4,0.028602146,7,0.257564735,0.192833647,1.209165102,0.107224318,-0.040792239,10,-3.630509263,-2.131746034,8.494452189,0.173080234,32.90207201,10.81894475,1.916111111,0,CC1=C(C(OC)=O)SC(/N=N/C2=C(C3=CC=CC=C3)N=C4N2C=CS4)=C1C(OC)=O,494.1,Acetone,-2.68549,2.67582
90.4582439,-0.05261001,5,0.029704848,14,0.217112394,0,0.970973854,0.114941035,-0.004547709,7,-1.000495892,-0.700315459,8.898034695,0.179841091,5.114250126,17.06215882,3.315555556,4.899909731,CC(C=C(N(CC1=CC=C(C(O)=O)C=C1)CC2=CC=C(C(O)=O)C=C2)C=C3)=C3/N=N/C4=C(C#N)C(C5=CC=CC=C5)=CC(C6=CC=CC=C6)=C4C#N,494.18,DMF,-2.59952,2.8125
70.05847419,0.159466596,4,0.033122442,7,0.271803572,0,1.026194291,0.121091668,0.017903299,7,2.739204787,1.881434521,7.943583063,0.185305953,10.22850025,22.7495451,1.897777778,14.95356129,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=CC=C(S(C)(=O)=O)C=C2OC3=CC=CC=C3,494.3,Acetone,-2.66527,2.75444
56.65425496,0.068742064,4,0.036709036,4,0.055901699,0,1.020993858,0.131286257,0.004079741,4,0.407974123,0.202249147,7.086528883,0.197568041,0,11.37477255,1.004444444,4.899909731,CCN(CC)C1=CC=C(/N=C(C#N)/C2=CC=C(C#N)C=C2)C=C1,494.5,Acetone,-2.54082,2.91767
60.396848,0.160078617,5,0.03602733,6,0.129651924,0,1.1099411,0.126154104,0.008820192,6,0.9173,1.3313555,7.321849714,0.19434691,5.114250126,22.7495451,1.466666667,4.899909731,ClC1=CC([N+]([O-])=O)=CC=C1/N=N/C2=CC=C(N(CC)CCC#N)C=C2C,494.5,Acetone,-2.49907,2.98912
74.24048348,0.173765721,6,0.03413984,4,0.101545246,0.061237244,0.98032002,0.121491219,0.016533678,7,1.78563724,1.034632221,7.763247155,0.183958778,10.21293193,22.7495451,1.301666667,10.21669833,CCN(C1=CC(NC(C)=O)=C(/N=N/C2=CC=C3N=NSC3=C2)C=C1)CC,494.6,Acetone,-2.55844,2.42196
82.72326827,-0.025980057,4,0.035060409,6,0.215229199,0.076546554,1.058480852,0.118901439,-0.001972899,11,-0.276205817,-0.390261959,7.477498186,0.190635525,21.56528613,16.37585453,1.767222222,4.899909731,CC1=C(SC(/N=N/C2=CC=C(C=C2)N(CCC#N)CCOC(C)=O)=C1C(OC)=O)C(OC)=O,495,Acetone,-2.47735,2.32771
82.72326827,-0.025980057,4,0.035060409,6,0.215229199,0.076546554,1.058480852,0.118901439,-0.001972899,11,-0.276205817,-0.390261959,7.477498186,0.190635525,21.56528613,16.37585453,1.767222222,4.899909731,CC1=C(C(OC)=O)SC(/N=N/C2=CC=C(N(CCOC(C)=O)CCC#N)C=C2)=C1C(OC)=O,495,Acetone,-2.47735,2.32771
82.05488439,-0.08495892,3,0.03374757,9,0.286443376,0.076546554,1.146300827,0.118630761,-0.009169714,8,-1.0820262,-0.905853139,7.677545163,0.188326097,21.56528613,16.37585453,2.100555556,5.316788604,CC1=C(C(OC)=O)SC(/N=N/C2=CC(C)=C(NCC3=C(Cl)C=CC=C3)C=C2)=C1C(OC)=O,495.3,Acetone,-2.51101,2.72039
75.1022186,-0.055557573,6,0.035312747,6,0.058784374,0.061237244,1.075599633,0.126472555,-0.004560778,8,-0.515367888,-0.232342686,7.283190641,0.192330238,20.42586387,22.1937173,1.334444444,10.63357721,CCSC(S1)=NN=C1/N=N/C2=C(N)C=C(N(CC)CC3=CC=CC=C3)C=C2,495.37,Acetone,-2.42172,3.01044
81.83039007,0.044657603,5,0.032710789,6,0.147188792,0.06846532,1.02138224,0.118305488,0.004400901,6,0.585319883,0.256457129,8.290657173,0.181766151,16.451036,22.7495451,1.662777778,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=CC=C(C3=NC(C=CC=C4)=C4S3)C=C2,495.4,Acetone,-2.62667,2.5923
90.73290723,0.052633844,11,0.030901278,9,0.134958641,0.057735027,0.771661289,0.119318579,0.011054016,11,1.790750551,0.574770006,8.187638225,0.181254672,20.42586387,28.43693137,1.727777778,15.53348694,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(SC3=NNC=N3)C=C(NC(C)=O)C=C2SC4=NNC=N4,495.5,Acetone,-2.34972,2.45274
60.396848,0.160078617,5,0.03602733,6,0.129651924,0,1.1099411,0.126154104,0.008820192,6,0.9173,1.3313555,7.321849714,0.19434691,5.114250126,22.7495451,1.466666667,4.899909731,ClC1=CC([N+]([O-])=O)=CC=C1/N=N/C2=C(C)C=C(N(CCC#N)CC)C=C2,495.5,Acetone,-2.49907,2.98912
59.23883717,0.128118426,5,0.034395339,6,0.11259637,0,0.926614665,0.12703519,0.012608743,5,1.311309298,0.81612676,7.213584197,0.190404327,10.22850025,22.7495451,1.346666667,10.21669833,BrC1=NC(Br)=CC=C1/N=N/C2=C(NC(C)=O)C=C(N(CC)CC)C=C2,495.5,Acetone,-2.3911,2.84967
61.67340131,0.242751256,5,0.034304997,6,0.085671484,0,0.881174363,0.122610036,0.023698318,6,2.701608239,2.553865885,7.375059957,0.186060261,10.22850025,28.43693137,1.666666667,10.21669833,ClC(C=C1)=CC([N+]([O-])=O)=C1/N=N/C2=C(NC(C)=O)C=C(N(CC)CC)C=C2,495.5,Acetone,-2.59553,2.92914
63.91820675,0.059045896,4,0.034748228,6,0.142983094,0,1.132505325,0.126435385,0.001757465,6,0.224955556,0.569473616,7.411405219,0.190290258,10.22850025,22.7495451,1.586666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(Br)C=C(C(OCC)=O)C=C2,495.7,Acetone,-2.50214,3.07315
82.61958566,0.055708511,5,0.026698271,3,0.374590345,0.03125,0.704213482,0.107693648,0.00829936,7,1.543680992,0.750874117,7.778747867,0.167752365,0,5.687386275,2.865,10.21669833,CC1(C)N(CCOC(C)=O)C2=CC=C(C3=C(C#N)/C(NC3=O)=C(C#N)\C#N)C=C2C(C)C1,495.73,DMF,-2.70512,2.45864
77.22150898,-0.01357987,5,0.036150484,6,0.089503272,0.061237244,1.173307174,0.125211568,-0.002633341,12,-0.181700541,-0.238739197,7.054017786,0.200463855,20.42586387,16.50633103,1.414444444,34.87407464,ClC1=C(/N=N/C2=NN=C(S2)SCCS(=O)([O-])=O)C=C(Cl)C(NCC(CO)O)=C1.[Na+],495.74,Acetone/H2O/TEA,-1.99773,2.48112
55.64527634,0.102786336,2,0.025959117,6,0.138656911,0,0.953237084,0.101833276,0.016798815,5,1.226313528,0.883082552,7.551088334,0.163488633,0,11.37477255,2.413333333,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C([N+]([O-])=O)=CC=C3NC)C2=O,495.9,Acetone,-2.74436,2.85391
56.88438658,0.049968919,1,0.026251427,5,0.144239754,0,0.923996121,0.105253018,0.005318029,4,0.494576698,0.378017706,7.551753247,0.166547898,0,5.687386275,1.773333333,4.899909731,O=C(C1=C2C=CC=C1)C3=C(C=CC=C3N4CCOCC4)C2=O,495.9,Acetone,-2.65481,2.78472
82.75657707,0.138187936,5,0.028530141,8,0.274853667,0.02795085,1.036115572,0.111621387,0.010943373,6,1.510185521,1.514459647,7.833971589,0.17128664,10.22850025,22.7495451,2.538888889,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C3C(C(N(CC)C3=O)=O)=C(Br)C=C2Br,495.9,Acetone,-2.69417,2.70173
69.91543096,-0.07685273,6,0.035117227,9,0.149071198,0,1.20551385,0.126337798,-0.008006908,6,-1.289112213,-0.517563041,7.966087961,0.19158205,0,34.12431765,2.08,10.21669833,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(C)=C2)=CC(C)=C2/N=N/C3=CC=C(NC(C)=O)C=C3,495.9,Acetone,-2.39627,2.65597
56.60912186,0.082788214,3,0.038698444,3,0.116634056,0,0.801394956,0.1307672,0.005945796,3,0.54701325,0.18369267,7.117104119,0.196206443,0,5.687386275,0.773333333,4.899909731,CN(C)C(C=C1)=CC=C1/C=C/C(C2=CC=CC=C2)=C(C#N)/C#N,496,CH2Cl2,-2.51989,2.79523
61.48853851,0.096008424,5,0.033623316,6,0.088634383,0,0.981185232,0.125139496,0.007829806,5,0.90825744,0.760364214,7.240560085,0.187945848,10.22850025,22.7495451,1.426666667,10.21669833,ClC1=NC(Cl)=CC=C1/N=N/C2=C(NC(C)=O)C=C(N(CCC)CCC)C=C2,496,Acetone,-2.43749,2.92123
66.23048047,0.102702593,3,0.029125013,7,0.574337123,0,1.00822324,0.110036524,0.00347939,6,0.62976956,1.380458,7.716502559,0.173431475,5.114250126,17.06215882,2.884444444,4.899909731,ClC1=CC(S(C)(=O)=O)=CC=C1/N=N/C2=CC3=C(N(CCO)C(C)(C)CC3C)C=C2C,496.1,Acetone,-2.82336,2.68938
61.67296637,0.145212814,5,0.033805195,6,0.085671484,0,0.837960686,0.123803721,0.029840329,6,3.401797465,1.871771393,7.403213426,0.185914015,10.22850025,32.82734642,1.586666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C([N+]([O-])=O)C=CC(F)=C2,496.1,Acetone,-2.56522,2.98332
89.34726872,0.164867897,2,0.02463567,8,0.855947931,0.108821416,0.902195775,0.099344238,0.024589721,5,4.794995525,2.654028053,8.387959692,0.164108955,0,15.7651876,2.916666667,9.799819462,CN(C1=CC=C(/C=C2C(C3=C(S/2(=O)=O)C=C(F)C=C3)=O)C=C14)C(C)(C4C5=CC=C(C=C5)N(C)C)C,496.3,Acetone,-2.80232,2.41899
91.73491178,-0.011329981,5,0.032387083,8,0.209112433,0.02795085,1.2252329,0.117201028,-0.009747879,9,-1.6084,-0.193145636,7.528365368,0.18424673,5.114250126,22.7495451,2.408888889,4.899909731,ClC1=CC([N+]([O-])=O)=CC=C1/N=N/C2=CC=C(N(CC)CCS(CCN3C(C(C=CC=C4)=C4C3=O)=O)(=O)=O)C=C2C,496.4,Acetone,-2.29971,3.0733
64.0290021,-0.092214732,5,0.035715444,7,0.111803399,0,1.301164101,0.130322285,-0.007212972,5,-0.930473437,-0.335237937,7.755686867,0.195666547,0,28.43693137,1.417777778,4.899909731,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C=C2)=CC(C)=C2/N=N/C3=CC=CC=C3,496.4,Acetone,-2.30446,2.65348
59.06370192,-0.089024764,4,0.036845652,5,0.087394212,0,1.078153923,0.128738713,-0.013656588,7,-1.447598321,-0.933784585,7.165203634,0.194120131,0,22.7495451,1.195555556,4.899909731,OCCN(CCO)C1=CC(C)=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=C1,496.5,Acetone,-2.44877,2.8702
62.80530609,0.110025058,4,0.034715937,6,0.142983094,0,1.106602224,0.124627799,0.008837146,6,1.078131834,1.053933678,7.403213426,0.192131562,10.22850025,22.7495451,1.586666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(Br)C=C(C(OC)=O)C=C2,496.7,Acetone,-2.51981,3.12161
59.22582463,0.079119711,1,0.026159189,7,0.147536854,0,1.070503872,0.105717171,0.004381215,3,0.398690598,0.407129573,7.923925282,0.169880038,0,11.37477255,2.284444444,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C=CC(C)=C3NC4=CC=CC=C4)C2=O,496.8,Acetone,-2.87491,2.44217
75.4224146,-0.010655586,1,0.022921053,6,0.175807281,0.02795085,0.975040793,0.096605795,-0.00374,3,-0.3366,-0.054414161,8.828755046,0.157370896,0,0,2.432222222,0,O=C1C2=C(C(C3=CC=CC=C3)=C4N2C=CC=C4)C(C5=C1C=CC=C5)=O,496.8,Acetone,-2.84525,2.53293
76.38522972,-0.018820535,4,0.037593101,6,0.122648122,0,1.045186757,0.133993138,-0.001076505,4,-0.237907692,-0.079597778,7.931733816,0.19598263,0,11.37477255,1.226666667,9.799819462,CCN(CC)C(C=C1)=CC=C1/C=C/C=C(C#N)/C2=CC=C(/C(C#N)=C/C=C/C3=CC(N(CC)CC)=CC=C3)C=C2,496.95,DMF,-2.41682,2.65874
76.8304799,0.125601618,3,0.024667677,3,0.186276649,0.05920085,0.873941232,0.101155739,0.013484184,4,1.32145,0.817593252,8.344652706,0.161181874,0,0,1.873333333,5.316788604,O=C(C(C1=C(C2=CC=CC=C2)N(C)C3=C1C=CC=C3)=C4C#N)NC4=O,497,CH2Cl2,-2.92168,2.44216
71.53335849,0.00910442,5,0.036178953,5,0.074535599,0.061237244,1.150844965,0.127501586,-0.000712599,7,-0.06057091,0.028231114,7.310351693,0.194379026,20.42586387,22.1937173,0.943333333,4.899909731,CCSC(S1)=NN=C1/N=N/C2=CC=C(N(C3=CC=CC=C3)C)C=C2,497,Acetone,-2.28193,3.16252
78.6116604,-0.112684279,6,0.025733841,5,0.216831821,0.107796554,0.824236854,0.105692589,-0.006571692,7,-0.512592,-0.520705245,7.935615337,0.166576443,11.33678588,5.001081977,2.196111111,11.05045608,NC(S1)=C(C#N)C(C2=CC=CC=C2)=C1C(C(N/3)=O)=C(C#N)C3=C(C#N)\C#N,497.1,DMF,-2.81881,2.62025
61.57471358,-0.172220486,1,0.02698546,7,0.147879148,0,1.09204323,0.107833047,-0.030978768,4,-2.788089152,-1.468967045,7.97831097,0.168146424,0,11.37477255,2.124444444,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C=CC=C3NC4=CC=CC=C4C(O)=O)C2=O,497.2,Acetone,-3.00179,2.34834
72.20661919,0.011426727,5,0.033429506,9,0.095655906,0,0.991433373,0.121155645,0.001680183,7,0.218423835,0.060170444,8.094640735,0.186061545,10.22850025,22.7495451,1.96,10.63357721,CCNC1=CC(NC(C)=O)=C(/N=N/C2=CC=C(SC3=CC=CC=C3)N=C2SC4=CC=CC=C4)C=C1C,497.2,Acetone,-2.6278,2.62929
81.78782131,0.075485331,7,0.033287137,7,0.115434135,0.028867513,1.000659985,0.121689199,0.007351705,9,1.029238644,0.807298545,7.805041565,0.188636123,15.32718206,22.7495451,1.661666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(SC3=NNC=N3)C=C(C(OC)=O)C=C2,497.2,Acetone,-2.44113,2.59445
63.07852496,0.134103634,4,0.03459158,6,0.329781562,0,0.985750838,0.122813278,0.011773841,6,1.495277855,1.347807635,7.474630369,0.186733515,10.22850025,22.7495451,1.706666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(Br)C=C(S(C)(=O)=O)C=C2,497.3,Acetone,-2.48893,2.88378
68.89375685,0.243386683,4,0.030457201,8,0.281620427,0,1.053894866,0.117529141,0.030400093,8,4.256013081,3.41738328,7.679626991,0.183065755,10.22850025,22.7495451,2.528888889,10.21669833,BrC1=C(C(C(OC)=O)=CC(Br)=C1C(OC)=O)/N=N/C2=C(NC(C)=O)C=C(N(CC)CC)C=C2,497.3,CH2Cl2,-2.7493,2.76687
79.79326981,0.119549627,4,0.031593109,5,0.182818344,0.076546554,0.9156254,0.113597288,0.018014957,7,2.341944444,1.1138698,8.073355479,0.178954326,21.56528613,22.7495451,1.725555556,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C(C(C=CC=C2)=C2S3)=C3C(OC)=O,497.5,Acetone,-2.76172,2.52608
59.12075792,0.098698624,6,0.035276528,5,0.070335456,0,0.893669551,0.127900753,0.010022584,6,1.082439111,0.59150272,7.302706981,0.189979337,10.22850025,22.7495451,1.195555556,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=CC=CN=C2C#N,497.54,Acetone,-2.36636,2.75943
76.17122859,-0.010480314,6,0.035999294,5,0.052704628,0.061237244,1.084582731,0.123866804,-0.001983082,8,-0.212189757,-0.060128189,7.427339311,0.190823042,20.42586387,22.1937173,0.943333333,10.63357721,CCSC(S1)=NN=C1/N=N/C2=CC=C(N(C3=CC=CC=C3)CCC(N)=O)C=C2,497.7,Acetone,-2.24053,3.05918
82.88241304,0.028533407,7,0.033078007,7,0.115434135,0.028867513,1.019193082,0.123193572,0.001018985,9,0.148771862,0.307536007,7.816668867,0.18718416,15.32718206,22.7495451,1.661666667,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(SC3=NNC=N3)C=C(C(OCC)=O)C=C2,497.8,Acetone,-2.3554,2.58256
87.39756093,0.117879093,10,0.031466772,9,0.134958641,0.057735027,0.77089709,0.119702189,0.015618028,10,2.217760011,1.09092284,8.045698451,0.18211279,20.42586387,22.7495451,1.687777778,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(SC3=NNC=N3)C=C(Cl)C=C2SC4=NNC=N4,498,Acetone,-2.41156,2.54115
78.65061739,0.025842145,4,0.02992217,3,0.105569874,0.02795085,0.975095726,0.113709099,0.007767859,5,0.939910954,0.186361588,8.601538648,0.178300704,0,5.687386275,2.045,10.52549605,O=C1OC2=CC(N(CC)CC)=CC=C2C=C1/C=C(C#N)/C3=NC4=C(C=CC=C4)N3,498.2,Acetone/NH4OH,-2.73552,2.70819
70.01348284,0.118590532,4,0.033811822,8,0.129651924,0,1.105558984,0.123424086,0.001242455,5,0.164004063,0.966031313,7.846809935,0.190705087,5.114250126,22.7495451,1.848888889,4.899909731,ClC1=CC([N+]([O-])=O)=CC=C1/N=N/C2=C(C=C(C=C2)N(CC3=CC=CC=C3)CC4=CC=CC=C4)C,498.2,Acetone,-2.46002,2.67406
65.30239062,-0.114239322,5,0.035553959,8,0.149071198,0,1.322220543,0.129283329,-0.008243638,5,-1.162352973,-0.438813088,7.814626789,0.194574125,0,28.43693137,1.528888889,4.899909731,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(C)=C2)=CC=C2/N=N/C3=C(C)C=CC=C3,498.2,Acetone,-2.28474,2.70326
55.46368078,0.034488181,1,0.026530577,6,0.147536854,0,1.085926657,0.103963416,0.002259222,4,0.194293056,0.247922932,7.455054456,0.16820936,0,5.687386275,2.133333333,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C=CC(C)=C3NCCO)C2=O,498.3,Acetone,-2.64736,2.90466
61.43391704,0.190699788,4,0.038278253,5,0.092384125,0,1.116487571,0.128176709,0.025053349,7,2.655655009,2.134061672,7.217305858,0.201903804,5.114250126,22.7495451,1.275555556,4.899909731,ClC1=CC([N+]([O-])=O)=CC=C1/N=N/C2=CC=C(N(CC)CCC(OC)=O)C=C2,498.4,Acetone,-2.37908,2.98854
62.96624504,-0.083903745,5,0.033735523,7,0.145972051,0,1.013981515,0.123265334,-0.010872263,6,-1.5112445,-0.890407403,7.471754304,0.185773337,5.114250126,28.43693137,1.857777778,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(C)C=C([N+]([O-])=O)C(C)=C2,498.7,Acetone,-2.58192,2.9638
73.77279353,0.035183572,2,0.028177882,5,0.146144519,0.079056942,1.115203252,0.110516136,0.001549138,4,0.154913791,0.26878323,7.471033993,0.172772969,0,5.687386275,1.827222222,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C=CC=C3NCCN4CCCC4=O)C2=O,498.8,Acetone,-2.68123,3.06255
67.65170137,-0.002349793,5,0.035067876,9,0.149071198,0,1.268165025,0.126500559,-0.003006009,6,-0.468937339,-0.014669769,7.923008603,0.19422233,0,28.43693137,1.92,9.636772685,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(C)=C2)=CC(C)=C2/N=N/C3=CC=C(OC)C=C3,498.8,Acetone,-2.37296,2.72271
52.92056566,-0.172819547,1,0.027822372,2,0.150283015,0,1.009413643,0.109934425,-0.013769666,3,-0.991415978,-1.014997843,6.289251641,0.173565142,0,0,1.72,0,O=C1C(N2CCCCC2)=C(Cl)C(C3=CC=CC=C31)=O,498.9,Acetone,-2.38387,2.9447
70.11663012,-0.076435607,5,0.037917221,5,0,0.061237244,1.108016914,0.129846865,-0.0059867,7,-0.365188712,-0.177305512,7.268887462,0.197119349,20.42586387,22.1937173,0.863333333,5.316788604,CCSC(S1)=NN=C1/N=N/C2=CC=C(NC3=CC=CC=C3)C=C2,498.9,Acetone,-2.40586,3.1748
73.70594881,-0.035659216,3,0.03362706,3,0.065691281,0.029462783,0.772368538,0.118153335,0.000995803,6,0.080660063,-0.242190598,7.097290339,0.181639088,5.114250126,5.687386275,1.313333333,0,OCCC1=CC=C(/N=N/C2OC(C(C#N)=C2C3=CC=CC=C3)=O)C=C1,498.95,DMF,-2.44889,2.87396
61.18839341,0.206523448,1,0.026573315,6,0.180347169,0,0.83113778,0.10800947,0.013223418,3,1.7851614,1.463261734,7.538894068,0.173953052,0,5.687386275,2.333333333,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C(Br)=CC=C3NCC(CCCC)CC)C2=O,499,CH2Cl2,-2.71044,2.92205
64.79729229,0.055405991,5,0.027559844,6,0.345490836,0,1.028573432,0.11290711,0.004563559,5,0.784932071,0.504939452,7.620046169,0.178055043,10.22850025,22.7495451,2.373333333,10.21669833,ClC1=NC=CC=C1/N=N/C2=C(NC(CC)=O)C=C(N(CC)C(C)(C)CC3C)C3=C2,499.09,Acetone,-2.55353,2.80827
87.39756093,0.116716175,10,0.031466772,9,0.134958641,0.057735027,0.769662375,0.119702189,0.015246109,10,2.164947515,1.000714941,8.045698451,0.18211279,20.42586387,22.7495451,1.687777778,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C2=C(SC3=NNC=N3)C=C(Br)C=C2SC4=NNC=N4,499.1,Acetone,-2.41186,2.56019
73.13902473,-0.140558804,0,0.025602525,10,0.308239368,0,1.109093971,0.10707859,-0.025368768,6,-3.018883432,-1.67013725,8.558233162,0.167567074,0,0,2.977777778,0,O=C(C1=C2C=CC=C1)C3=C(C(SC4=C(C(O)=O)C=CC=C4)=CC=C3SC5=C(C(O)=O)C=CC=C5)C2=O,499.15,DMF,-2.88744,2.60738
67.12470158,0.20854654,4,0.028447255,7,0.364757344,0,1.104122852,0.112665711,0.009510866,5,1.788042768,2.349433392,7.670880262,0.175800079,5.114250126,17.06215882,2.764444444,10.21669833,ClC(C=C1)=CC(C(NCCO)=O)=C1/N=N/C2=C(C)C=C(N(CC)C(C)(C)CC3C)C3=C2,499.15,Acetone,-2.78704,2.64136
66.44489571,0.011178238,5,0.034140031,8,0.127017914,0,1.2065501,0.12644999,-0.001285972,6,-0.186465972,0.067178494,7.895110069,0.192236074,5.114250126,28.43693137,1.728888889,9.636772685,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(OC)=C2)=CC(C)=C2/N=N/C3=CC=CC=C3,499.2,Acetone,-2.3364,2.73473
62.640644,0.172088289,7,0.034385542,6,0.070335456,0,0.874484126,0.123697904,0.016075792,7,1.768337146,1.157927511,7.459194876,0.189547822,10.22850025,22.7495451,1.546666667,10.21669833,BrC(N=C1C#N)=CC=C1/N=N/C2=C(NC(C)=O)C=C(N(CCC#N)CC)C=C2,499.3,Acetone,-2.52124,2.89666
64.19176722,0.100386552,5,0.032375519,6,0.127439161,0,0.916416271,0.122762543,0.008188205,5,1.154536934,0.910392,7.370112562,0.184984845,10.22850025,22.7495451,1.457777778,10.21669833,ClC1=NC(Cl)=CC=C1/N=N/C2=C(C=C(C=C2)N(C3CCCCC3)CC)NC(C)=O,499.36,Acetone,-2.41673,3.02381
66.3897612,0.039445999,5,0.036056833,8,0.111803399,0,1.245535563,0.129265418,0.000364294,6,0.052458333,0.23542596,7.826817168,0.196314149,0,28.43693137,1.648888889,9.636772685,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C=C2)=CC(C)=C2/N=N/C3=CC=C(OC)C=C3,499.4,Acetone,-2.29819,2.63808
57.9477794,0.011822974,1,0.027168753,6,0.113869658,0,1.092122396,0.108184,-0.004933536,3,-0.374948765,0.053813753,7.848293402,0.170187513,0,11.37477255,1.853333333,5.316788604,O=C(C1=C2C=CC=C1)C3=C(C=CC=C3NC4=CC=CC=C4)C2=O,499.6,Acetone,-2.89471,2.42453
62.91820675,0.084471861,5,0.032875867,6,0.068376929,0,0.88362202,0.121984148,0.011936015,6,1.348769675,0.684742145,7.339659441,0.188021142,10.22850025,22.7495451,1.577777778,15.37044016,ClC1=NC=CC=C1/N=N/C2=C(NC(C)=O)C=C(NC3CCCCC3)C(OC)=C2,499.61,Acetone,-2.48225,2.95775
72.14487133,-0.010278346,5,0.033231772,7,0.068760312,0,1.007064685,0.123023208,-0.00094927,6,-0.134796345,-0.096890165,7.919333463,0.189419001,5.114250126,28.43693137,1.777777778,10.21669833,O=[N+](C(C=C1)=CC=C1/N=N/C2=CC=C(N(CC3=CC=CC=C3)CC4=CC=CC=C4)C=C2NC(C)=O)[O-],499.7,Acetone,-2.58435,2.64377
76.20599362,0.139458659,6,0.036529578,6,0.10408311,0.061237244,0.947474589,0.126100695,0.009701567,8,0.979858222,0.686972329,7.30100019,0.195428412,20.42586387,16.50633103,1.254444444,4.899909731,ClC1=CC=CC=C1CN(CC)C(C=C2)=CC=C2/N=N/C3=NN=C(SCC#N)S3,499.8,Acetone,-2.44666,3.05453
85.78157275,0.085778595,4,0.028905004,7,0.237480158,0.076546554,0.928817589,0.113081063,0.010941782,6,1.575616667,0.743697527,8.514554557,0.175896526,21.56528613,22.7495451,2.152777778,10.21669833,CCN(CC)C(C=C1)=CC(NC(C)=O)=C1/N=N/C(C(C(Cl)=CC=C2)=C2S3)=C3C(C4=CC=CC=C4)=O,499.9,Acetone,-2.62733,2.53533
67.61244844,-0.158711229,4,0.027555128,4,0.231404524,0.107796554,0.987949723,0.11240763,-0.037073337,6,-1.594153472,-0.650994578,5.432902891,0.169716671,11.33678588,5.001081977,1.185,11.05045608,CC1=C(C2=C(C#N)C(NC2=O)=O)SC(N)=C1C#N,500,CH2Cl2,-2.40718,3.16
65.31051908,-0.143258454,5,0.034683268,8,0.149071198,0,1.32645843,0.127322243,-0.009899426,5,-1.395819075,-0.550280614,7.846809935,0.19345792,0,28.43693137,1.688888889,4.899909731,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(C)=C2)=CC(C)=C2/N=N/C3=CC=CC=C3,500,Acetone,-2.35992,2.67374
66.56801748,-0.160364722,5,0.034377614,9,0.186338998,0,1.346074002,0.126476757,-0.010557365,5,-1.615276873,-0.647091807,7.902626111,0.192536242,0,28.43693137,1.8,4.899909731,CC(C=C(N(CC)CC)C=C1)=C1/N=N/C(C(C)=C2)=CC(C)=C2/N=N/C3=CC=CC=C3C,500,Acetone,-2.37837,2.71367
65.0656324,0.022913964,5,0.040455777,4,0.074535599,0.061237244,0.983843451,0.131280981,0.002008651,7,0.120519031,0.058416768,6.741036365,0.198843134,20.42586387,16.50633103,0.752222222,4.899909731,CCSC(S1)=NN=C1/N=N/C2=CC=C(N(C)C)C=C2,500,Acetone,-2.60687,2.96279
